Nome: MARINGA
Codigo Estacao: A835
Latitude: -23.40527777
Longitude: -51.93277777
Altitude: 548.51
Situacao: Operante
Data Inicial: 2006-11-20
Data Final: 2024-07-07
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);
2020-05-04;0;27,6;
2020-05-05;0;29,1;
2020-05-06;1;23,7;
2020-05-07;0;23,3;
2020-05-08;0;24,3;
2020-05-09;0;26,3;
2020-05-10;0;27,8;
2020-05-11;0;29,4;
2020-05-12;0;26,6;
2020-05-13;6,8;23,3;
2020-05-14;3,8;25,7;
2020-05-15;0;24,7;
2020-05-16;0;24,9;
2020-05-17;0;27,6;
2020-05-18;0;28;
2020-05-19;0;27,7;
2020-05-20;0;28,5;
2020-05-21;0;28,9;
2020-05-22;0;27,5;
2020-05-23;43;18,6;
2020-05-24;0;14,1;
2020-05-25;0;19,4;
2020-05-26;,2;20,8;
2020-05-27;0;24,8;
2020-05-28;0;24,8;
2020-05-29;0;25,2;
2020-05-30;0;27,4;
2020-05-31;0;27,5;
2020-06-01;0;21,9;
2020-06-02;18,8;18,4;
2020-06-03;3,2;23;
2020-06-04;1,4;20,5;
2020-06-05;5;25,7;
2020-06-06;19,6;21,2;
2020-06-07;,4;24,8;
2020-06-08;0;27,8;
2020-06-09;3,2;28,7;
2020-06-10;0;30;
2020-06-11;0;30,1;
2020-06-12;0;30;
2020-06-13;0;29,7;
2020-06-14;0;25,4;
2020-06-15;0;25,1;
2020-06-16;0;26,4;
2020-06-17;0;26,2;
2020-06-18;0;25,9;
2020-06-19;0;27,9;
2020-06-20;0;28,4;
2020-06-21;0;28,9;
2020-06-22;0;29,1;
2020-06-23;0;26,2;
2020-06-24;0;27,5;
2020-06-25;0;28,2;
2020-06-26;7,2;21,3;
2020-06-27;84,4;19,8;
2020-06-28;,6;21,9;
2020-06-29;0;22,6;
2020-06-30;0;27;
2020-07-01;11,4;18,3;
2020-07-02;0;17,2;
2020-07-03;0;20,7;
2020-07-04;0;23,7;
2020-07-05;0;26;
2020-07-06;0;27,7;
2020-07-07;,4;28,6;
2020-07-08;0;23,8;
2020-07-09;2,6;18,9;
2020-07-10;0;24,5;
2020-07-11;0;28,6;
2020-07-12;0;29,5;
2020-07-13;0;29,7;
2020-07-14;0;27,6;
2020-07-15;0;26,1;
2020-07-16;0;25,3;
2020-07-17;0;28,8;
2020-07-18;0;29;
2020-07-19;0;27,1;
2020-07-20;0;27,9;
2020-07-21;0;28,3;
2020-07-22;0;29,8;
2020-07-23;0;29,4;
2020-07-24;0;28,7;
2020-07-25;0;23,7;
2020-07-26;0;27,7;
2020-07-27;0;28,2;
2020-07-28;0;30,2;
2020-07-29;0;24,8;
2020-07-30;8,8;23,1;
2020-07-31;0;25,9;
2020-08-01;0;28,3;
2020-08-02;0;26,6;
2020-08-03;0;27,5;
2020-08-04;0;27,2;
2020-08-05;0;27,5;
2020-08-06;0;28;
2020-08-07;0;27,8;
2020-08-08;0;28,3;
2020-08-09;0;28,9;
2020-08-10;0;29,4;
2020-08-11;0;30,5;
2020-08-12;0;31,5;
2020-08-13;1,2;26,7;
2020-08-14;4,8;30,2;
2020-08-15;3,4;25,5;
2020-08-16;25,8;20,7;
2020-08-17;25,6;19;
2020-08-18;13,6;19,6;
2020-08-19;46,2;18;
2020-08-20;30,8;15,3;
2020-08-21;12,4;15,6;
2020-08-22;0;19,8;
2020-08-23;0;23,2;
2020-08-24;0;25,6;
2020-08-25;0;27;
2020-08-26;0;28,3;
2020-08-27;0;30,8;
2020-08-28;0;31,8;
2020-08-29;0;32,6;
2020-08-30;0;33,9;
2020-08-31;0;32,9;
2020-09-01;0;31,7;
2020-09-02;0;30,4;
2020-09-03;0;32,4;
2020-09-04;0;33,8;
2020-09-05;0;32,7;
2020-09-06;0;33,9;
2020-09-07;0;34;
2020-09-08;0;33,6;
2020-09-09;0;34,9;
2020-09-10;0;35,8;
2020-09-11;0;34,9;
2020-09-12;0;35,6;
2020-09-13;0;34,9;
2020-09-14;0;35,3;
2020-09-15;0;29,1;
2020-09-16;0;33,9;
2020-09-17;0;33,7;
2020-09-18;0;27,7;
2020-09-19;0;32,3;
2020-09-20;0;31,2;
2020-09-21;3,2;25,7;
2020-09-22;0;25,8;
2020-09-23;0;29,6;
2020-09-24;0;31,3;
2020-09-25;0;34,2;
2020-09-26;0;36,5;
2020-09-27;0;36,3;
2020-09-28;6;32,4;
2020-09-29;0;36,8;
2020-09-30;0;38,7;
2020-10-01;0;38,2;
2020-10-02;0;40,2;
2020-10-03;0;40,2;
2020-10-04;0;35,3;
2020-10-05;0;36,7;
2020-10-06;0;40,4;
2020-10-07;1,8;40,2;
2020-10-08;15,6;34,5;
2020-10-09;0;29,5;
2020-10-10;,6;29,4;
2020-10-11;0;31,5;
2020-10-12;0;33;
2020-10-13;0;34,2;
2020-10-14;0;36,8;
2020-10-15;16,4;32,1;
2020-10-16;33,6;27,5;
2020-10-17;,2;30,2;
2020-10-18;0;31,8;
2020-10-19;0;33,1;
2020-10-20;0;32,5;
2020-10-21;0;32,3;
2020-10-22;0;32,6;
2020-10-23;0;32,4;
2020-10-24;11;30,1;
2020-10-25;30;32,8;
2020-10-26;0;26,1;
2020-10-27;6,4;28,7;
2020-10-28;0;32,6;
2020-10-29;18,2;26,8;
2020-10-30;8,4;22,2;
2020-10-31;,2;28,3;
2020-11-01;0;28,4;
2020-11-02;0;27,9;
2020-11-03;0;29,4;
2020-11-04;0;30,1;
2020-11-05;0;30,1;
2020-11-06;0;31,9;
2020-11-07;0;34;
2020-11-08;0;36,1;
2020-11-09;0;33,5;
2020-11-10;,6;27,9;
2020-11-11;1,2;28,5;
2020-11-12;,2;31,8;
2020-11-13;0;33;
2020-11-14;0;34,2;
2020-11-15;0;34,2;
2020-11-16;0;33;
2020-11-17;0;35;
2020-11-18;8,6;30,2;
2020-11-19;18,4;27,9;
2020-11-20;0;29,3;
2020-11-21;0;30,2;
2020-11-22;0;31,8;
2020-11-23;0;32,3;
2020-11-24;0;34,2;
2020-11-25;0;35,6;
2020-11-26;0;35,4;
2020-11-27;0;35,2;
2020-11-28;0;35,2;
2020-11-29;0;36,1;
2020-11-30;25,8;31,3;
2020-12-01;0;32;
2020-12-02;,2;33;
2020-12-03;0;27,9;
2020-12-04;13,8;28,1;
2020-12-05;4;28,2;
2020-12-06;,4;26,4;
2020-12-07;,4;26,1;
2020-12-08;9,4;31,3;
2020-12-09;0;32,9;
2020-12-10;0;33;
2020-12-11;,4;31,6;
2020-12-12;2,4;31,6;
2020-12-13;8,6;30;
2020-12-14;43;27,3;
2020-12-15;4;30,7;
2020-12-16;0;32,2;
2020-12-17;18,4;28;
2020-12-18;,8;31,7;
2020-12-19;2;32,7;
2020-12-20;0;31,4;
2020-12-21;8;30,5;
2020-12-22;0;30,7;
2020-12-23;0;31,5;
2020-12-24;0;32,3;
2020-12-25;0;30,7;
2020-12-26;0;31,6;
2020-12-27;0;31,8;
2020-12-28;0;31,1;
2020-12-29;12,8;30,4;
2020-12-30;51,2;30,4;
2020-12-31;1,8;26,8;
2021-01-01;0;29,8;
2021-01-02;0;30,9;
2021-01-03;,2;30,7;
2021-01-04;0;30,7;
2021-01-05;,8;29,4;
2021-01-06;1,6;30,2;
2021-01-07;,8;27,5;
2021-01-08;51;29,8;
2021-01-09;0;31;
2021-01-10;0;32,1;
2021-01-11;0;32,6;
2021-01-12;0;32,1;
2021-01-13;,8;31,4;
2021-01-14;2,6;30,6;
2021-01-15;,2;30,5;
2021-01-16;13;25,2;
2021-01-17;32,4;26,7;
2021-01-18;43;25,4;
2021-01-19;16,2;27,7;
2021-01-20;20;24,5;
2021-01-21;27,6;24,9;
2021-01-22;5,2;26,8;
2021-01-23;,2;30,5;
2021-01-24;10,8;28,9;
2021-01-25;0;28,2;
2021-01-26;3,4;29,2;
2021-01-27;,2;27,4;
2021-01-28;1,2;29;
2021-01-29;37;29,8;
2021-01-30;34,8;25,4;
2021-01-31;30,2;27,4;
2021-02-01;4,2;28,3;
2021-02-02;,2;31,3;
2021-02-03;0;32,6;
2021-02-04;,2;30,1;
2021-02-05;0;28,2;
2021-02-06;0;28,2;
2021-02-07;0;28,9;
2021-02-08;0;29,6;
2021-02-09;0;28,5;
2021-02-10;0;30,8;
2021-02-11;,4;26,7;
2021-02-12;,4;24,3;
2021-02-13;,6;30,3;
2021-02-14;0;27,3;
2021-02-15;1,6;29,9;
2021-02-16;0;32,2;
2021-02-17;,6;31,1;
2021-02-18;0;30,6;
2021-02-19;0;31,5;
2021-02-20;0;33,5;
2021-02-21;0;33,2;
2021-02-22;0;33,3;
2021-02-23;0;34,9;
2021-02-24;0;35;
2021-02-25;5,4;32,7;
2021-02-26;0;32,4;
2021-02-27;0;31,2;
2021-02-28;0;30;
2021-03-01;2,4;31,2;
2021-03-02;15,2;31;
2021-03-03;20,4;30,4;
2021-03-04;15,2;24,7;
2021-03-05;31,4;25,5;
2021-03-06;5,6;30,3;
2021-03-07;1;30,7;
2021-03-08;0;30,8;
2021-03-09;4;31,8;
2021-03-10;0;31,5;
2021-03-11;0;33,2;
2021-03-12;0;33,8;
2021-03-13;0;33,6;
2021-03-14;0;34,1;
2021-03-15;4,2;32,4;
2021-03-16;2,2;32,8;
2021-03-17;0;28;
2021-03-18;16,4;32,1;
2021-03-19;0;31,2;
2021-03-20;2,8;32,4;
2021-03-21;0;32;
2021-03-22;5,8;34,2;
2021-03-23;,2;34,3;
2021-03-24;0;34,5;
2021-03-25;5,2;34,6;
2021-03-26;0;34,4;
2021-03-27;0;33,5;
2021-03-28;0;32,9;
2021-03-29;0;33,7;
2021-03-30;0;29,1;
2021-03-31;0;28,2;
2021-04-01;0;29;
2021-04-02;0;29,9;
2021-04-03;0;30,3;
2021-04-04;0;31;
2021-04-05;0;29,9;
2021-04-06;0;29,8;
2021-04-07;0;30,6;
2021-04-08;0;30,6;
2021-04-09;0;30,9;
2021-04-10;0;31,4;
2021-04-11;0;32,2;
2021-04-12;0;32,8;
2021-04-13;0;32,3;
2021-04-14;2,8;29,1;
2021-04-15;0;29,7;
2021-04-16;0;26,8;
2021-04-17;0;26,4;
2021-04-18;0;28,4;
2021-04-19;0;28,4;
2021-04-20;0;28,3;
2021-04-21;0;28,6;
2021-04-22;0;28;
2021-04-23;0;27,1;
2021-04-24;0;29,4;
2021-04-25;0;26,7;
2021-04-26;0;26,8;
2021-04-27;0;26,5;
2021-04-28;0;27;
2021-04-29;0;27,1;
2021-04-30;0;26,4;
2021-05-01;0;29;
2021-05-02;0;29,7;
2021-05-03;0;30,1;
2021-05-04;0;30,8;
2021-05-05;0;32,2;
2021-05-06;0;27;
2021-05-07;0;25,9;
2021-05-08;0;26,5;
2021-05-09;0;28,3;
2021-05-10;0;28,6;
2021-05-11;0;29,1;
2021-05-12;0;25,1;
2021-05-13;10,2;24;
2021-05-14;0;22,9;
2021-05-15;0;25,7;
2021-05-16;0;27,1;
2021-05-17;0;26,6;
2021-05-18;0;25,3;
2021-05-19;0;27,7;
2021-05-20;0;29,5;
2021-05-21;0;31;
2021-05-22;12;25,8;
2021-05-23;7,8;21,3;
2021-05-24;0;19,8;
2021-05-25;0;24,8;
2021-05-26;,4;26,1;
2021-05-27;0;29,5;
2021-05-28;0;30,5;
2021-05-29;0;30,1;
2021-05-30;62,8;24,9;
2021-05-31;37,2;21,2;
2021-06-01;,4;23,6;
2021-06-02;0;27,6;
2021-06-03;0;29,2;
2021-06-04;,2;28,7;
2021-06-05;0;28,7;
2021-06-06;0;28,2;
2021-06-07;0;20,4;
2021-06-08;20,2;21,7;
2021-06-09;0;24,1;
2021-06-10;2,8;19,6;
2021-06-11;1,2;23,3;
2021-06-12;0;22,7;
2021-06-13;0;23,5;
2021-06-14;0;24,3;
2021-06-15;0;23,5;
2021-06-16;0;22,8;
2021-06-17;0;23;
2021-06-18;0;19;
2021-06-19;2,6;18,7;
2021-06-20;,6;19,5;
2021-06-21;0;19,6;
2021-06-22;4;23,7;
2021-06-23;0;23,1;
2021-06-24;0;25,3;
2021-06-25;,2;26,9;
2021-06-26;0;28,2;
2021-06-27;0;28,3;
2021-06-28;0;16,1;
2021-06-29;null;11,9;
2021-06-30;null;17,3;
2021-07-01;0;20,4;
2021-07-02;0;25,6;
2021-07-03;0;25,8;
2021-07-04;0;24,2;
2021-07-05;0;25,5;
2021-07-06;0;24,5;
2021-07-07;0;24,2;
2021-07-08;0;24,7;
2021-07-09;0;24,3;
2021-07-10;0;26,4;
2021-07-11;0;25,9;
2021-07-12;0;28;
2021-07-13;0;28,1;
2021-07-14;0;28,7;
2021-07-15;0;30,5;
2021-07-16;9,2;23,8;
2021-07-17;36,8;20,7;
2021-07-18;0;17,1;
2021-07-19;null;15,4;
2021-07-20;null;20,6;
2021-07-21;0;25,1;
2021-07-22;0;27,6;
2021-07-23;0;27,5;
2021-07-24;0;27,9;
2021-07-25;0;28,9;
2021-07-26;0;30,3;
2021-07-27;0;24;
2021-07-28;,4;14,4;
2021-07-29;null;13;
2021-07-30;null;18,9;
2021-07-31;0;21,8;
2021-08-01;1,8;24,3;
2021-08-02;,2;24,9;
2021-08-03;0;24,6;
2021-08-04;0;22,6;
2021-08-05;0;24,6;
2021-08-06;0;26,3;
2021-08-07;0;27,5;
2021-08-08;0;28,4;
2021-08-09;0;30,6;
2021-08-10;0;32;
2021-08-11;0;25,8;
2021-08-12;0;25,4;
2021-08-13;0;26,9;
2021-08-14;0;28,7;
2021-08-15;0;29,6;
2021-08-16;0;32,9;
2021-08-17;0;33,9;
2021-08-18;0;34,9;
2021-08-19;0;34;
2021-08-20;0;32,9;
2021-08-21;0;32,4;
2021-08-22;0;32,8;
2021-08-23;0;33,6;
2021-08-24;0;34,3;
2021-08-25;0;35,5;
2021-08-26;0;30,3;
2021-08-27;1,4;16,2;
2021-08-28;17;20,9;
2021-08-29;5,4;25,9;
2021-08-30;0;27,8;
2021-08-31;0;28,6;
2021-09-01;0;29,2;
2021-09-02;0;30,6;
2021-09-03;0;33,2;
2021-09-04;0;34,4;
2021-09-05;0;33,9;
2021-09-06;0;35,4;
2021-09-07;0;34;
2021-09-08;0;34,9;
2021-09-09;11,4;26,1;
2021-09-10;8,2;24,6;
2021-09-11;3,6;25;
2021-09-12;0;33,4;
2021-09-13;,2;35,3;
2021-09-14;0;33,9;
2021-09-15;24;30,1;
2021-09-16;0;30,5;
2021-09-17;0;30,1;
2021-09-18;0;34,5;
2021-09-19;0;35,1;
2021-09-20;0;37,3;
2021-09-21;0;38,1;
2021-09-22;0;28,5;
2021-09-23;0;28,5;
2021-09-24;0;30,1;
2021-09-25;0;31,4;
2021-09-26;0;32,9;
2021-09-27;0;33,6;
2021-09-28;0;35,2;
2021-09-29;0;32,5;
2021-09-30;,2;33;
2021-10-01;0;27,9;
2021-10-02;36,4;20,4;
2021-10-03;53,2;22;
2021-10-04;44;21,7;
2021-10-05;,2;27,8;
2021-10-06;0;32,3;
2021-10-07;45,4;27,9;
2021-10-08;0;28,1;
2021-10-09;0;24,3;
2021-10-10;25;21,9;
2021-10-11;0;27,6;
2021-10-12;0;30,6;
2021-10-13;0;32,2;
2021-10-14;20,2;26,5;
2021-10-15;27,2;23,4;
2021-10-16;11,4;26;
2021-10-17;,8;24,8;
2021-10-18;,6;24;
2021-10-19;,8;22;
2021-10-20;10,8;26,6;
2021-10-21;0;27,8;
2021-10-22;0;30;
2021-10-23;0;32,1;
2021-10-24;95;25,1;
2021-10-25;0;27,6;
2021-10-26;0;30,1;
2021-10-27;0;32,5;
2021-10-28;0;32,7;
2021-10-29;0;32,9;
2021-10-30;8,4;31,7;
2021-10-31;19,2;25,9;
2021-11-01;,2;28,9;
2021-11-02;0;30,4;
2021-11-03;0;31,5;
2021-11-04;0;34;
2021-11-05;0;34,8;
2021-11-06;0;31;
2021-11-07;0;32,5;
2021-11-08;0;30,5;
2021-11-09;0;31,7;
2021-11-10;0;30,2;
2021-11-11;6,6;25,9;
2021-11-12;0;30;
2021-11-13;0;26,5;
2021-11-14;0;30,5;
2021-11-15;0;32;
2021-11-16;0;32,8;
2021-11-17;0;32,5;
2021-11-18;12,2;29,8;
2021-11-19;2;30,2;
2021-11-20;0;31,4;
2021-11-21;0;31;
2021-11-22;0;33,9;
2021-11-23;0;33,8;
2021-11-24;0;34,9;
2021-11-25;0;34,9;
2021-11-26;16,4;31,8;
2021-11-27;0;30,3;
2021-11-28;0;34,5;
2021-11-29;3,6;30,7;
2021-11-30;0;30,6;
2021-12-01;0;32,5;
2021-12-02;0;34,2;
2021-12-03;0;32,1;
2021-12-04;0;32,8;
2021-12-05;0;34;
2021-12-06;2,8;33,4;
2021-12-07;,2;30,2;
2021-12-08;0;29,8;
2021-12-09;0;30,1;
2021-12-10;0;32,3;
2021-12-11;0;33,9;
2021-12-12;0;35,2;
2021-12-13;0;30;
2021-12-14;0;28,3;
2021-12-15;2,2;33,8;
2021-12-16;0;34,1;
2021-12-17;0;34,6;
2021-12-18;0;33,6;
2021-12-19;0;33,5;
2021-12-20;0;33,5;
2021-12-21;0;34,9;
2021-12-22;0;37;
2021-12-23;0;33,9;
2021-12-24;0;32,2;
2021-12-25;0;32,8;
2021-12-26;0;34,5;
2021-12-27;0;35,4;
2021-12-28;,6;37,1;
2021-12-29;0;33,4;
2021-12-30;23,4;27,2;
2021-12-31;16,4;31,1;
2022-01-01;0;31,9;
2022-01-02;0;33,4;
2022-01-03;0;33,8;
2022-01-04;11,2;31,8;
2022-01-05;15,6;30,8;
2022-01-06;0;32;
2022-01-07;35,8;29,5;
2022-01-08;0;31,5;
2022-01-09;,4;26,5;
2022-01-10;0;27;
2022-01-11;5,6;28,3;
2022-01-12;17;30,2;
2022-01-13;0;26,1;
2022-01-14;13;32,1;
2022-01-15;0;34,3;
2022-01-16;2,6;29,9;
2022-01-17;2,2;30,1;
2022-01-18;9,4;32,2;
2022-01-19;7,8;30;
2022-01-20;,4;32,5;
2022-01-21;0;34,1;
2022-01-22;0;35,1;
2022-01-23;0;35,8;
2022-01-24;0;36,2;
2022-01-25;0;35,2;
2022-01-26;0;35,2;
2022-01-27;5,6;30,2;
2022-01-28;25,2;27,5;
2022-01-29;0;26,1;
2022-01-30;5,2;28,3;
2022-01-31;0;30,3;
2022-02-01;0;31,6;
2022-02-02;,2;31;
2022-02-03;,2;30,2;
2022-02-04;17,4;28,6;
2022-02-05;5,2;29,2;
2022-02-06;0;29,2;
2022-02-07;0;31,2;
2022-02-08;0;31,5;
2022-02-09;0;31,6;
2022-02-10;0;31,9;
2022-02-11;0;32,9;
2022-02-12;0;33,5;
2022-02-13;0;33,1;
2022-02-14;0;35,2;
2022-02-15;2,2;35,8;
2022-02-16;0;33,1;
2022-02-17;18,2;32,6;
2022-02-18;2,4;31,8;
2022-02-19;0;31,9;
2022-02-20;0;32,9;
2022-02-21;0;32,5;
2022-02-22;0;32,9;
2022-02-23;27,6;33,5;
2022-02-24;1;32,8;
2022-02-25;2,8;32,4;
2022-02-26;1,2;33,9;
2022-02-27;,8;34,7;
2022-02-28;0;35,3;
2022-03-01;0;33,2;
2022-03-02;27,8;27;
2022-03-03;0;32,3;
2022-03-04;0;32,4;
2022-03-05;9;33,6;
2022-03-06;,4;34,6;
2022-03-07;,6;34,6;
2022-03-08;0;36;
2022-03-09;1,4;34,8;
2022-03-10;4,4;34,4;
2022-03-11;51;31,8;
2022-03-12;2,2;27,6;
2022-03-13;30,8;26,1;
2022-03-14;25;29,1;
2022-03-15;0;30,3;
2022-03-16;5,6;30,9;
2022-03-17;0;32,9;
2022-03-18;11,2;33,9;
2022-03-19;0;28,5;
2022-03-20;,8;30,8;
2022-03-21;10,8;29,9;
2022-03-22;0;30,4;
2022-03-23;0;31;
2022-03-24;0;31,2;
2022-03-25;72,2;24,3;
2022-03-26;9,6;25,7;
2022-03-27;,2;29,6;
2022-03-28;0;31,1;
2022-03-29;0;30,8;
2022-03-30;0;31,2;
2022-03-31;6,4;23,6;
2022-04-01;17,2;20,8;
2022-04-02;7,4;27;
2022-04-03;,2;29,8;
2022-04-04;0;29,4;
2022-04-05;4,6;31,1;
2022-04-06;0;30,4;
2022-04-07;0;30,3;
2022-04-08;0;30,1;
2022-04-09;0;31,1;
2022-04-10;0;30,8;
2022-04-11;0;27,3;
2022-04-12;15,2;21,5;
2022-04-13;48,4;25,3;
2022-04-14;0;27;
2022-04-15;0;25;
2022-04-16;0;24,2;
2022-04-17;0;25,5;
2022-04-18;0;27;
2022-04-19;0;28,5;
2022-04-20;0;28,5;
2022-04-21;0;29,5;
2022-04-22;0;29;
2022-04-23;18;25,1;
2022-04-24;0;29,4;
2022-04-25;0;29,8;
2022-04-26;0;31,5;
2022-04-27;0;31,6;
2022-04-28;0;31,2;
2022-04-29;0;31;
2022-04-30;0;28,2;
2022-05-01;0;30;
2022-05-02;0;30,3;
2022-05-03;0;24,8;
2022-05-04;15,8;16,3;
2022-05-05;0;21,1;
2022-05-06;0;24,6;
2022-05-07;0;24,1;
2022-05-08;0;25,9;
2022-05-09;0;27,4;
2022-05-10;0;23,9;
2022-05-11;1,4;24,4;
2022-05-12;0;25,1;
2022-05-13;0;25,6;
2022-05-14;0;23,7;
2022-05-15;4,6;21,2;
2022-05-16;0;20,4;
2022-05-17;0;14,6;
2022-05-18;null;12,8;
2022-05-19;0;17,6;
2022-05-20;0;20,3;
2022-05-21;0;21,4;
2022-05-22;0;23,4;
2022-05-23;0;24,7;
2022-05-24;0;27,9;
2022-05-25;0;27,4;
2022-05-26;0;26,3;
2022-05-27;0;27,9;
2022-05-28;0;28,2;
2022-05-29;0;29,9;
2022-05-30;4;24;
2022-05-31;10;19,4;
2022-06-01;6;21,8;
2022-06-02;3,6;22,9;
2022-06-03;0;23,7;
2022-06-04;0;24,1;
2022-06-05;0;25,8;
2022-06-06;0;27,8;
2022-06-07;20,2;22,2;
2022-06-08;4,2;24,6;
2022-06-09;0;20;
2022-06-10;13,2;18,7;
2022-06-11;0;18,8;
2022-06-12;0;17,3;
2022-06-13;0;20,9;
2022-06-14;0;22,1;
2022-06-15;0;25;
2022-06-16;0;28,2;
2022-06-17;0;25,3;
2022-06-18;12;19,8;
2022-06-19;0;20,7;
2022-06-20;6,2;23,9;
2022-06-21;0;27,6;
2022-06-22;0;28,6;
2022-06-23;0;28,7;
2022-06-24;0;28,8;
2022-06-25;0;27,5;
2022-06-26;0;24,3;
2022-06-27;0;23,5;
2022-06-28;0;26,6;
2022-06-29;0;22,1;
2022-06-30;0;24,7;
2022-07-01;0;25,9;
2022-07-02;0;28,9;
2022-07-03;0;28,6;
2022-07-04;0;28,4;
2022-07-05;0;26,8;
2022-07-06;0;26,5;
2022-07-07;0;28,8;
2022-07-08;0;29,5;
2022-07-09;0;26,8;
2022-07-10;0;27,3;
2022-07-11;0;28,7;
2022-07-12;,2;22,9;
2022-07-13;,2;24,8;
2022-07-14;0;27,8;
2022-07-15;0;30,2;
2022-07-16;0;30,2;
2022-07-17;0;26,1;
2022-07-18;0;26;
2022-07-19;0;28,6;
2022-07-20;0;28,4;
2022-07-21;0;28;
2022-07-22;0;29,4;
2022-07-23;0;29,7;
2022-07-24;0;29,4;
2022-07-25;0;30,5;
2022-07-26;0;30,2;
2022-07-27;0;29,3;
2022-07-28;0;30,4;
2022-07-29;1,6;23,7;
2022-07-30;0;24,2;
2022-07-31;0;26,8;
2022-08-01;0;30,1;
2022-08-02;0;30,2;
2022-08-03;0;31,4;
2022-08-04;0;32,5;
2022-08-05;0;24,4;
2022-08-06;0;25,1;
2022-08-07;0;22,5;
2022-08-08;7,4;21,2;
2022-08-09;5,2;20;
2022-08-10;20,4;13,8;
2022-08-11;,2;22,4;
2022-08-12;,2;24,4;
2022-08-13;0;27,6;
2022-08-14;0;30,7;
2022-08-15;0;31,5;
2022-08-16;,8;26,1;
2022-08-17;24,2;21;
2022-08-18;40,6;20;
2022-08-19;5,4;17,1;
2022-08-20;0;21,5;
2022-08-21;0;23,4;
2022-08-22;0;26,3;
2022-08-23;0;27,6;
2022-08-24;0;27,9;
2022-08-25;0;29,1;
2022-08-26;0;30,4;
2022-08-27;0;31,8;
2022-08-28;0;32,4;
2022-08-29;0;25,6;
2022-08-30;0;23,7;
2022-08-31;0;26,4;
2022-09-01;0;28,8;
2022-09-02;0;28,7;
2022-09-03;0;24,5;
2022-09-04;1,8;24,6;
2022-09-05;,4;21,7;
2022-09-06;0;24;
2022-09-07;,2;24,8;
2022-09-08;0;32,5;
2022-09-09;0;34,4;
2022-09-10;0;27,3;
2022-09-11;0;28,9;
2022-09-12;,2;26,9;
2022-09-13;,2;21,8;
2022-09-14;7,2;18,7;
2022-09-15;11;23,9;
2022-09-16;0;26,1;
2022-09-17;0;25,3;
2022-09-18;0;28,1;
2022-09-19;0;26,6;
2022-09-20;9,6;24,6;
2022-09-21;7,2;21,4;
2022-09-22;24,4;22,5;
2022-09-23;0;20,6;
2022-09-24;0;27,1;
2022-09-25;6,4;21,6;
2022-09-26;10,2;18;
2022-09-27;12,6;18,9;
2022-09-28;16;21,2;
2022-09-29;0;25,3;
2022-09-30;12,2;20,1;
2022-10-01;3;26,6;
2022-10-02;0;27,8;
2022-10-03;,2;27,7;
2022-10-04;0;29,1;
2022-10-05;0;29,9;
2022-10-06;16,2;24,7;
2022-10-07;38;22,7;
2022-10-08;0;28;
2022-10-09;0;29,8;
2022-10-10;0;27,9;
2022-10-11;11,4;28,6;
2022-10-12;10,8;21,9;
2022-10-13;9,8;25,1;
2022-10-14;3,8;26,6;
2022-10-15;0;27,2;
2022-10-16;,2;29,1;
2022-10-17;0;31,8;
2022-10-18;33,2;24,9;
2022-10-19;0;30,3;
2022-10-20;0;27,6;
2022-10-21;33,6;27,5;
2022-10-22;0;28,9;
2022-10-23;0;30,5;
2022-10-24;0;31,8;
2022-10-25;0;32,4;
2022-10-26;0;33;
2022-10-27;0;27,4;
2022-10-28;2,6;32,7;
2022-10-29;0;31,8;
2022-10-30;,2;31,7;
2022-10-31;24,6;25,5;
2022-11-01;null;18,7;
2022-11-02;null;null;
2022-11-03;null;null;
2022-11-04;null;null;
2022-11-05;null;null;
2022-11-06;null;27,2;
2022-11-07;0;26,9;
2022-11-08;0;28,2;
2022-11-09;0;30,7;
2022-11-10;0;32,9;
2022-11-11;5,2;27,9;
2022-11-12;,4;29,8;
2022-11-13;0;28,6;
2022-11-14;22,2;25,6;
2022-11-15;0;27,6;
2022-11-16;0;30,8;
2022-11-17;0;31,1;
2022-11-18;0;31,8;
2022-11-19;0;31,7;
2022-11-20;0;32,2;
2022-11-21;0;31,1;
2022-11-22;18;28,1;
2022-11-23;9,4;30,2;
2022-11-24;,4;30,2;
2022-11-25;0;29,8;
2022-11-26;0;29,4;
2022-11-27;0;30,6;
2022-11-28;0;28,4;
2022-11-29;,4;27,8;
2022-11-30;,4;29;
2022-12-01;0;32,2;
2022-12-02;4;30,4;
2022-12-03;3,8;31,3;
2022-12-04;,2;27,8;
2022-12-05;0;29,2;
2022-12-06;5,8;28,8;
2022-12-07;8,8;31,5;
2022-12-08;0;32;
2022-12-09;0;32,5;
2022-12-10;0;32,7;
2022-12-11;2,2;30,7;
2022-12-12;2,6;28,4;
2022-12-13;71,6;29,3;
2022-12-14;,2;27,9;
2022-12-15;0;29,7;
2022-12-16;0;31,1;
2022-12-17;1,4;29,8;
2022-12-18;19,8;26,1;
2022-12-19;1,6;24,8;
2022-12-20;,2;29;
2022-12-21;0;28,9;
2022-12-22;0;28,7;
2022-12-23;0;29,1;
2022-12-24;0;31,3;
2022-12-25;2,2;25,9;
2022-12-26;,4;31,2;
2022-12-27;0;30,9;
2022-12-28;0;30,5;
